name,credit_card,email,url,phone,address,company,ssn,text,True Predictions
Laura Nelson,"Discover
Tyler Watts
6011744211813875 09/33
CVC: 210
",ggriffin@example.net,https://www.smith-dominguez.org/,+91 8738349917,"63373 Ramirez Bridge
Leestad, MA 38838","Schultz, Blanchard and Brown",668-44-7380,"We regret to inform you that a security breach was detected on Schultz, Blanchard and Brown's systems, which may have exposed your personal information, including your name (Laura Nelson), email (ggriffin@example.net), phone number (+91 8738349917), and Social Security Number (SSN) (668-44-7380). The breach was traced back to unauthorized access from IP address 192.0.45. If you notice any suspicious activity on your credit card ending in Discover
Tyler Watts
6011744211813875 09/33
CVC: 210
, please contact us immediately. You can also check for updates on our security measures at https://www.smith-dominguez.org/. The compromised data was stored at our facility located at 63373 Ramirez Bridge
Leestad, MA 38838.","[(174, 186, 'name'), (442, 495, 'credit_card'), (196, 216, 'email'), (587, 619, 'url'), (233, 247, 'phone'), (680, 718, 'address'), (63, 91, 'company'), (284, 295, 'ssn')]"
Aaron Kirk,"JCB 16 digit
Sarah Martin
3532885749325291 06/26
CVC: 874
",upowell@example.net,https://www.underwood-hayes.org/,+77 8014541881,"PSC 1686, Box 9529
APO AE 05360",Ross Group,564-91-4388,"Dear Aaron Kirk, thank you for creating a new account with Ross Group. Your registered email is upowell@example.net, your contact number is +77 8014541881, and your Social Security Number (SSN) is 564-91-4388. The account was set up using the billing address PSC 1686, Box 9529
APO AE 05360, and the primary credit card linked to the account ends in JCB 16 digit
Sarah Martin
3532885749325291 06/26
CVC: 874
. Please visit https://www.underwood-hayes.org/ to verify your account and update any personal details. If you need assistance, contact our support team","[(5, 15, 'name'), (350, 408, 'credit_card'), (96, 115, 'email'), (423, 455, 'url'), (140, 154, 'phone'), (259, 290, 'address'), (59, 69, 'company'), (197, 208, 'ssn')]"
Jesse Vega,"Maestro
Christopher White
676297759158 02/32
CVV: 588
",hrobinson@example.net,http://www.cervantes-bennett.com/,+888 0930237578,"4453 Thomas Springs Suite 294
South Emilytown, PA 61226",Landry-Bell,059-52-5237,"This Service Contract between Landry-Bell and Jesse Vega was entered at 4453 Thomas Springs Suite 294
South Emilytown, PA 61226. The contract stipulates that all payments will be processed through the credit card provided by Jesse Vega, ending in Maestro
Christopher White
676297759158 02/32
CVV: 588
. Jesse Vega's Social Security Number (SSN) is 059-52-5237. For further reference, correspondence will be sent to hrobinson@example.net, and all communications will be conducted via +888 0930237578. The full contract details are available online at http://www.cervantes-bennett.com/.","[(46, 56, 'name'), (225, 235, 'name'), (303, 313, 'name'), (247, 301, 'credit_card'), (415, 436, 'email'), (550, 583, 'url'), (483, 498, 'phone'), (72, 127, 'address'), (30, 41, 'company'), (348, 359, 'ssn')]"
Brett Coleman,"Discover
Melissa Hunter
6011086389647408 11/32
CVC: 295
",snelson@example.org,http://norman-martinez.org/,+868 7690866760,"66017 Maria Well Apt. 752
New Jenniferside, LA 73210","Frank, Holder and Dixon",388-05-8320,"Dear Brett Coleman, we have received your loan application at Frank, Holder and Dixon, and it is currently under review Your application, submitted on 23/09/2008, includes personal details such as your home address (66017 Maria Well Apt 752
New Jenniferside, LA 73210), email (snelson@example.org), contact number (+868 7690866760), and Social Security Number (SSN) (388-05-8320). The loan amount requested will be credited to your account associated with the credit card ending in Discover
Melissa Hunter
6011086389647408 11/32
CVC: 295
. Please check http://norman-martinez.org/ for real-time updates on your application status.","[(5, 18, 'name'), (482, 538, 'credit_card'), (277, 296, 'email'), (553, 580, 'url'), (315, 330, 'phone'), (62, 85, 'company'), (367, 378, 'ssn')]"
Eric Erickson,"JCB 16 digit
Loretta Johnson
3584271302500785 12/32
CVC: 501
",timothy43@example.net,https://nelson.com/,+933 5531403528,"USNS Miller
FPO AA 83688",Wright-Salazar,304-48-0620,"Insurance claim #CLM9076109877 has been initiated by Eric Erickson for Wright-Salazar The claim, associated with the address USNS Miller
FPO AA 83688, will be processed through the credit card ending in JCB 16 digit
Loretta Johnson
3584271302500785 12/32
CVC: 501
 Our claims department may reach out to you at +933 5531403528 or via email at timothy43@examplenet for additional information Eric Erickson's Social Security Number (SSN) is 304-48-0620 Claim details are available online at https://nelson.com/.","[(53, 66, 'name'), (391, 404, 'name'), (203, 264, 'credit_card'), (489, 508, 'url'), (311, 326, 'phone'), (125, 149, 'address'), (71, 85, 'company'), (439, 450, 'ssn')]"
Brian Shaw,"VISA 19 digit
Steven Hunt
4497815764085865772 05/32
CVC: 557
",bnoble@example.com,https://www.marshall-rivera.com/,+93 7777953293,"99858 Beverly Grove
North Courtney, MN 43425",Robinson Ltd,864-56-8885,"We are pleased to welcome Brian Shaw to Robinson Ltd. As part of the onboarding process, we have registered your personal details, including your residential address (99858 Beverly Grove
North Courtney, MN 43425), contact number (+93 7777953293), email (bnoble@example.com), and Social Security Number (SSN) (864-56-8885). Your corporate credit card, ending in VISA 19 digit
Steven Hunt
4497815764085865772 05/32
CVC: 557
, will be issued within the next five business days. For company policies and other relevant information, please visit https://www.marshall-rivera.com/.","[(26, 36, 'name'), (361, 422, 'credit_card'), (254, 272, 'email'), (541, 573, 'url'), (230, 244, 'phone'), (167, 211, 'address'), (40, 52, 'company'), (309, 320, 'ssn')]"
Dana Conley,"Discover
Jonathan Mccarty
6565521812314366 04/27
CVC: 702
",blakediana@example.com,https://ferguson.com/,+19 0242463861,"USS Simpson
FPO AA 35745",Love-Hale,122-44-8720,"Dear Dana Conley, your subscription with Love-Hale is up for renewal The subscription associated with the email blakediana@examplecom, phone number +19 0242463861, and billing address USS Simpson
FPO AA 35745 will automatically renew using your credit card ending in Discover
Jonathan Mccarty
6565521812314366 04/27
CVC: 702
 Your Social Security Number (SSN) on file is 122-44-8720 To manage your subscription or for more details, please visit https://fergusoncom/ If you need to update your payment information, contact our support teamDuring the routine financial audit for Love-Hale, it was discovered that Mr Dana Conley, serving as the CFO, authorized the acquisition of assets totaling $500,000 The transaction occurred at USS Simpson
FPO AA 35745 and was paid for using the credit card ending in Discover
Jonathan Mccarty
6565521812314366 04/27
CVC: 702
 Mr Dana Conley is identified by the Social Security Number (SSN) 122-44-8720 For additional details, Mr Dana Conley can be contacted at blakediana@example.com or via phone at +19 0242463861. Further documentation can be found on our website at https://ferguson.com/","[(5, 16, 'name'), (614, 625, 'name'), (866, 877, 'name'), (967, 978, 'name'), (267, 325, 'credit_card'), (804, 862, 'credit_card'), (999, 1021, 'email'), (1107, 1128, 'url'), (148, 162, 'phone'), (1038, 1052, 'phone'), (184, 208, 'address'), (730, 754, 'address'), (41, 50, 'company'), (577, 586, 'company'), (371, 382, 'ssn'), (928, 939, 'ssn')]"
Elizabeth Lee,"American Express
Andrew Walker
378629574484663 01/26
CID: 9172
",michaelboyd@example.org,https://brown.com/,+810 6895693114,"18583 Ward Key
Dalestad, VT 79700",Morris-Smith,400-81-5774,"Customer feedback has been received from Elizabeth Lee representing Morris-Smith, located at 18583 Ward Key
Dalestad, VT 79700 The feedback pertains to a transaction processed through their credit card ending in American Express
Andrew Walker
378629574484663 01/26
CID: 9172
 You can reach out to Elizabeth Lee for more information at michaelboyd@example.org or +810 6895693114. The SSN associated with the customer's profile is 400-81-5774. The feedback submission was completed through our online portal at https://brown.com/.","[(41, 54, 'name'), (297, 310, 'name'), (212, 275, 'credit_card'), (335, 358, 'email'), (509, 527, 'url'), (362, 377, 'phone'), (93, 126, 'address'), (68, 80, 'company'), (429, 440, 'ssn')]"
John Powers,"Maestro
Kristi Rowe
676312133504 04/34
CVV: 203
",mark47@example.org,http://www.bell-williams.com/,+44 9389292337,"882 Hayes Port
North Nicole, NY 07086",Ruiz Inc,631-42-1171,"We hereby confirm that the payment for invoice INV-12345 issued by Ruiz Inc has been successfully completed The payment was facilitated by John Powers using the credit card ending in Maestro
Kristi Rowe
676312133504 04/34
CVV: 203
 The billing address linked to the payment is 882 Hayes Port
North Nicole, NY 07086 The associated SSN for John Powers is 631-42-1171. For inquiries, please contact John Powers at mark47@example.org or by phone at +44 9389292337. Visit http://www.bell-williams.com/ for further details","[(139, 150, 'name'), (338, 349, 'name'), (396, 407, 'name'), (183, 231, 'credit_card'), (411, 429, 'email'), (467, 496, 'url'), (445, 459, 'phone'), (277, 314, 'address'), (67, 75, 'company'), (353, 364, 'ssn')]"
Eric Clay,"Mastercard
Cheryl Henderson
2330420745770138 05/33
CVV: 848
",harriskayla@example.org,https://www.fowler-hoffman.biz/,+987 6248870967,"946 Kevin Centers Apt. 983
Lyonsmouth, UT 79084","Wilkins, Anderson and Glass",319-09-9433,"A security incident has been detected on the systems of Wilkins, Anderson and Glass, potentially compromising your personal data, including your name (Eric Clay), email (harriskayla@example.org), phone number (+987 6248870967), and SSN (319-09-9433). The breach was linked to an unauthorized access attempt traced to IP address. If you observe any suspicious activity on your credit card ending in Mastercard
Cheryl Henderson
2330420745770138 05/33
CVV: 848
, notify us immediately. Updates on the situation will be posted at https://www.fowler-hoffman.biz/. The compromised data was stored at our facility located at 946 Kevin Centers Apt. 983
Lyonsmouth, UT 79084","[(151, 160, 'name'), (398, 458, 'credit_card'), (170, 193, 'email'), (526, 557, 'url'), (210, 225, 'phone'), (618, 665, 'address'), (56, 83, 'company'), (237, 248, 'ssn')]"
Casey Arnold,"Maestro
Andrew Mills
675976373737 11/32
CVV: 625
",snowbrian@example.org,http://walker.com/,+759 1104973103,"00012 Daniel Harbors
Patriciastad, NH 23876",Hill Inc,766-03-8733,"Dear Casey Arnold, we are pleased to confirm the creation of your new account with Hill Inc Your registered email address is snowbrian@exampleorg, and your contact number is +759 1104973103 The account was set up using your billing address 00012 Daniel Harbors
Patriciastad, NH 23876 and is linked to a credit card ending in Maestro
Andrew Mills
675976373737 11/32
CVV: 625
 Your Social Security Number (SSN) is 766-03-8733 Please visit http://walkercom/ to verify your account and update any personal information If you require assistance, our support team is available to help","[(5, 17, 'name'), (325, 374, 'credit_card'), (174, 189, 'phone'), (240, 283, 'address'), (83, 91, 'company'), (412, 423, 'ssn')]"
Patricia Lester,"Mastercard
Jason Burns
2233124724640977 10/34
CVV: 967
",james65@example.com,http://glass-gomez.com/,+209 2513148643,"83243 Kevin Parks
New Wayne, NH 14469",Baker-Garcia,505-07-3055,"This agreement between Baker-Garcia and Patricia Lester was formalized at 83243 Kevin Parks
New Wayne, NH 14469. Under the terms of the contract, all payments will be processed via the credit card provided by Patricia Lester, ending in Mastercard
Jason Burns
2233124724640977 10/34
CVV: 967
. Patricia Lester's Social Security Number (SSN) is 505-07-3055. All correspondence will be directed to james65@example.com, and further communication can be made via +209 2513148643. Full contract details are accessible online at http://glass-gomez.com/","[(40, 55, 'name'), (209, 224, 'name'), (293, 308, 'name'), (236, 291, 'credit_card'), (395, 414, 'email'), (522, 545, 'url'), (458, 473, 'phone'), (74, 111, 'address'), (23, 35, 'company'), (343, 354, 'ssn')]"
Joshua Kirby,"Mastercard
Natalie Hill
2288226982437667 10/32
CVV: 397
",aaronmatthews@example.org,https://foster-scott.info/,+91 1381597464,"95157 Lee Spurs Apt. 681
West Eugene, WY 42629",Jimenez-Carlson,274-87-6863,"Dear Joshua Kirby, your recent loan application at Jimenez-Carlson is currently under review. The application, submitted on 09/12/2020, includes your home address (95157 Lee Spurs Apt. 681
West Eugene, WY 42629), email (aaronmatthews@example.org), phone number (+91 1381597464), and SSN (274-87-6863). The requested loan amount will be credited to the account linked to the credit card ending in Mastercard
Natalie Hill
2288226982437667 10/32
CVV: 397
. Check https://foster-scott.info/ for real-time updates on your application status","[(5, 17, 'name'), (396, 452, 'credit_card'), (220, 245, 'email'), (460, 486, 'url'), (262, 276, 'phone'), (164, 210, 'address'), (51, 66, 'company'), (288, 299, 'ssn')]"
Briana Lewis,"VISA 19 digit
Megan Martinez
4298476151098118088 04/32
CVC: 112
",yjohnson@example.org,https://watson.com/,+91 9872661562,"22702 Francis Rue Apt. 882
Jillton, MN 82294",Sampson Inc,739-73-1086,"Insurance claim #CLM0098 has been initiated by Briana Lewis with Sampson Inc The claim, related to the address 22702 Francis Rue Apt 882
Jillton, MN 82294, will be processed using the credit card ending in VISA 19 digit
Megan Martinez
4298476151098118088 04/32
CVC: 112
 Our claims department may contact you at +91 9872661562 or yjohnson@example.org for further details. The SSN associated with Briana Lewis is 739-73-1086. Claim details can be accessed at https://watson.com/.","[(47, 59, 'name'), (396, 408, 'name'), (206, 270, 'credit_card'), (330, 350, 'email'), (458, 477, 'url'), (312, 326, 'phone'), (65, 76, 'company'), (412, 423, 'ssn')]"
Eric Martin,"VISA 16 digit
Christopher Davis
4998668716764303 09/35
CVC: 084
",ajames@example.com,http://young.com/,+861 0288860430,"61076 Brown Station
Crystalburgh, NY 01460",Adams Ltd,517-29-5359,"We are excited to welcome Eric Martin to Adams Ltd As part of your onboarding, we have registered your personal details, including your home address (61076 Brown Station
Crystalburgh, NY 01460), contact number (+861 0288860430), email (ajames@examplecom), and SSN (517-29-5359) Your corporate credit card, ending in VISA 16 digit
Christopher Davis
4998668716764303 09/35
CVC: 084
, will be issued shortly For more information on company policies, please visit http://youngcom/.","[(26, 37, 'name'), (316, 380, 'credit_card'), (211, 226, 'phone'), (150, 192, 'address'), (41, 50, 'company'), (265, 276, 'ssn')]"
Theresa Wood,"Mastercard
Carol Higgins
5501763182673323 10/31
CVV: 258
",mbonilla@example.net,https://foster.com/,+32 1597945118,"330 Jones Manor
Wandatown, NY 88402","Raymond, Ellis and Miller",500-21-2519,"Dear Theresa Wood, your subscription with Raymond, Ellis and Miller is approaching its renewal date The subscription linked to the email mbonilla@examplenet, phone number +32 1597945118, and billing address 330 Jones Manor
Wandatown, NY 88402 will automatically renew using the credit card ending in Mastercard
Carol Higgins
5501763182673323 10/31
CVV: 258
 The SSN on file for this account is 500-21-2519 To manage your subscription or update payment details, visit https://fostercom/. If you need further assistance, please contact our support team.","[(5, 17, 'name'), (300, 357, 'credit_card'), (171, 185, 'phone'), (207, 242, 'address'), (42, 67, 'company'), (394, 405, 'ssn')]"
Logan Frank,"VISA 16 digit
Haley Andrews
4428107200421377 03/31
CVC: 101
",mariabrown@example.net,https://www.johnson.biz/,+841 1355607137,"PSC 4891, Box 1630
APO AA 07814",Fowler-Powell,248-65-8291,"During the audit of the financial statements for Fowler-Powell, it was observed that Mr. Logan Frank, the Chief Financial Officer, approved the purchase of assets worth $500,000 on PSC 4891, Box 1630
APO AA 07814. The payment was processed through the credit card ending in VISA 16 digit
Haley Andrews
4428107200421377 03/31
CVC: 101
. Mr. Logan Frank's Social Security Number (SSN) is 248-65-8291. For any clarifications, please reach out to Mr. Logan Frank at mariabrown@example.net or contact him directly at +841 1355607137. Further details can be accessed at https://www.johnson.biz/.","[(89, 100, 'name'), (340, 351, 'name'), (447, 458, 'name'), (274, 334, 'credit_card'), (462, 484, 'email'), (564, 588, 'url'), (512, 527, 'phone'), (181, 212, 'address'), (49, 62, 'company'), (386, 397, 'ssn')]"
